02178,Belmont,Massachusetts,MA,Middlesex,42.4464,-71.4594,
32771,Sanford,Florida,FL,Seminole,28.8013,-81.285,
32772,Sanford,Florida,FL,Seminole,28.8072,-81.2502,
32773,Sanford,Florida,FL,Seminole,28.7644,-81.282,
32774,Orange City,Florida,FL,Volusia,29.0227,-81.1722,
32775,Scottsmoor,Florida,FL,Brevard,28.7702,-80.872,
32776,Sorrento,Florida,FL,Lake,28.8035,-81.5323,
32777,Tangerine,Florida,FL,Orange,28.5663,-81.2608,
32778,Tavares,Florida,FL,Lake,28.801,-81.734,
32779,Longwood,Florida,FL,Seminole,28.7168,-81.4126,
32780,Titusville,Florida,FL,Brevard,28.5697,-80.8191,
32781,Titusville,Florida,FL,Brevard,28.3067,-80.6862,
32782,Titusville,Florida,FL,Brevard,28.3067,-80.6862,
32783,Titusville,Florida,FL,Brevard,28.3067,-80.6862,
32784,Umatilla,Florida,FL,Lake,28.9254,-81.6801,
32789,Winter Park,Florida,FL,Orange,28.5978,-81.3534,
32790,Winter Park,Florida,FL,Orange,28.5663,-81.2608,
32791,Longwood,Florida,FL,Seminole,28.7448,-81.2233,
32792,Winter Park,Florida,FL,Orange,28.5974,-81.3036,
32793,Winter Park,Florida,FL,Orange,28.5663,-81.2608,
32794,Maitland,Florida,FL,Orange,28.5663,-81.2608,
32795,Lake Mary,Florida,FL,Seminole,28.7448,-81.2233,
32796,Titusville,Florida,FL,Brevard,28.6271,-80.8429,
32798,Zellwood,Florida,FL,Orange,28.7194,-81.5762,
32799,Mid Florida,Florida,FL,Seminole,28.7448,-81.2233,
32801,Orlando,Florida,FL,Orange,28.5399,-81.3727,
32802,Orlando,Florida,FL,Orange,28.519,-81.3439,
32803,Orlando,Florida,FL,Orange,28.5559,-81.3535,
32804,Orlando,Florida,FL,Orange,28.5754,-81.3955,
32805,Orlando,Florida,FL,Orange,28.5302,-81.4045,
32806,Orlando,Florida,FL,Orange,28.514,-81.357,
32807,Orlando,Florida,FL,Orange,28.5515,-81.3051,
32808,Orlando,Florida,FL,Orange,28.5803,-81.4396,
32809,Orlando,Florida,FL,Orange,28.4637,-81.3948,
32810,Orlando,Florida,FL,Orange,28.6214,-81.4294,
32811,Orlando,Florida,FL,Orange,28.5163,-81.4516,
32812,Orlando,Florida,FL,Orange,28.4998,-81.3288,
32813,Orlando,Florida,FL,Orange,28.5679,-81.3258,
32814,Orlando,Florida,FL,Orange,28.5702,-81.3265,
32815,Orlando,Florida,FL,Brevard,28.3067,-80.6862,
32816,Orlando,Florida,FL,Orange,28.5663,-81.2608,
32817,Orlando,Florida,FL,Orange,28.5891,-81.2277,
32818,Orlando,Florida,FL,Orange,28.5801,-81.4846,
32819,Orlando,Florida,FL,Orange,28.4522,-81.4678,
32820,Orlando,Florida,FL,Orange,28.5725,-81.1219,
32821,Orlando,Florida,FL,Orange,28.3957,-81.4666,
32822,Orlando,Florida,FL,Orange,28.4944,-81.2902,
32824,Orlando,Florida,FL,Orange,28.3932,-81.3622,
32825,Orlando,Florida,FL,Orange,28.5469,-81.2571,
32826,Orlando,Florida,FL,Orange,28.5826,-81.1907,
32827,Orlando,Florida,FL,Orange,28.4317,-81.343,
32828,Orlando,Florida,FL,Orange,28.5523,-81.1795,
32829,Orlando,Florida,FL,Orange,28.4671,-81.2417,
32830,Orlando,Florida,FL,Orange,28.3822,-81.569,
32831,Orlando,Florida,FL,Orange,28.4656,-81.151,
32832,Orlando,Florida,FL,Orange,28.3774,-81.1888,
32833,Orlando,Florida,FL,Orange,28.5088,-81.0703,
32834,Orlando,Florida,FL,Orange,28.5663,-81.2608,
32835,Orlando,Florida,FL,Orange,28.5289,-81.4787,
32836,Orlando,Florida,FL,Orange,28.4115,-81.525,
32837,Orlando,Florida,FL,Orange,28.3949,-81.4179,
32839,Orlando,Florida,FL,Orange,28.4871,-81.4082,
32853,Orlando,Florida,FL,Orange,28.5663,-81.2608,
32854,Orlando,Florida,FL,Orange,28.5663,-81.2608,
32855,Orlando,Florida,FL,Orange,28.55,-81.1042,
32856,Orlando,Florida,FL,Orange,28.5484,-81.4201,
32857,Orlando,Florida,FL,Orange,28.5663,-81.2608,
32858,Orlando,Florida,FL,Orange,28.5663,-81.2608,
32859,Orlando,Florida,FL,Orange,28.4429,-81.4026,
32860,Orlando,Florida,FL,Orange,28.5663,-81.2608,
32861,Orlando,Florida,FL,Orange,28.5663,-81.2608,
32862,Orlando,Florida,FL,Orange,28.4174,-81.3328,
32867,Orlando,Florida,FL,Orange,28.5663,-81.2608,
32868,Orlando,Florida,FL,Orange,28.5663,-81.2608,
32869,Orlando,Florida,FL,Orange,28.5663,-81.2608,
32872,Orlando,Florida,FL,Orange,28.5663,-81.2608,
32877,Orlando,Florida,FL,Orange,28.5663,-81.2608,
32878,Orlando,Florida,FL,Orange,28.5663,-81.2608,
32885,Orlando,Florida,FL,,28.5456,-81.3782,
32886,Orlando,Florida,FL,Orange,28.5663,-81.2608,
32887,Orlando,Florida,FL,Orange,28.5663,-81.2608,
32889,Orlando,Florida,FL,Orange,28.5663,-81.2608,
32890,Orlando,Florida,FL,Orange,28.5663,-81.2608,
32891,Orlando,Florida,FL,Orange,28.5663,-81.2608,
32893,Orlando,Florida,FL,Orange,28.5663,-81.2608,
32896,Orlando,Florida,FL,,28.5419,-81.3791,
32897,Orlando,Florida,FL,Orange,28.5663,-81.2608,
32898,Orlando,Florida,FL,Orange,28.5663,-81.2608,
32899,Orlando,Florida,FL,Brevard,28.3067,-80.6862,
32901,Melbourne,Florida,FL,Brevard,28.0691,-80.62,
32902,Melbourne,Florida,FL,Brevard,28.3067,-80.6862,
32903,Indialantic,Florida,FL,Brevard,28.1091,-80.5787,
32904,Melbourne,Florida,FL,Brevard,28.0673,-80.678,
32905,Palm Bay,Florida,FL,Brevard,28.0313,-80.5995,
32906,Palm Bay,Florida,FL,Brevard,28.0671,-80.6503,
32907,Palm Bay,Florida,FL,Brevard,28.0168,-80.6739,
32908,Palm Bay,Florida,FL,Brevard,27.9816,-80.6894,
32909,Palm Bay,Florida,FL,Brevard,27.9694,-80.6473,
32910,Palm Bay,Florida,FL,Brevard,28.3067,-80.6862,
32911,Palm Bay,Florida,FL,Brevard,28.3067,-80.6862,
32912,Melbourne,Florida,FL,Brevard,28.3067,-80.6862,
32919,Melbourne,Florida,FL,Brevard,28.3067,-80.6862,
32920,Cape Canaveral,Florida,FL,Brevard,28.3903,-80.6043,
32922,Cocoa,Florida,FL,Brevard,28.3672,-80.7465,
32923,Cocoa,Florida,FL,Brevard,28.4275,-80.829,
32924,Cocoa,Florida,FL,Brevard,28.3067,-80.6862,
32925,Patrick Afb,Florida,FL,Brevard,28.1743,-80.584,
32926,Cocoa,Florida,FL,Brevard,28.391,-80.787,
32927,Cocoa,Florida,FL,Brevard,28.4566,-80.7978,
32931,Cocoa Beach,Florida,FL,Brevard,28.3325,-80.6121,
32932,Cocoa Beach,Florida,FL,Brevard,28.3067,-80.6862,
32934,Melbourne,Florida,FL,Brevard,28.1331,-80.7112,
32935,Melbourne,Florida,FL,Brevard,28.1384,-80.6524,
32936,Melbourne,Florida,FL,Brevard,28.3067,-80.6862,
32937,Satellite Beach,Florida,FL,Brevard,28.178,-80.602,
32940,Melbourne,Florida,FL,Brevard,28.2061,-80.685,
32941,Melbourne,Florida,FL,Brevard,27.9246,-80.5235,
32948,Fellsmere,Florida,FL,Indian River,27.7643,-80.6019,
32949,Grant,Florida,FL,Brevard,27.9364,-80.5556,
32950,Malabar,Florida,FL,Brevard,27.9761,-80.5788,
32951,Melbourne Beach,Florida,FL,Brevard,28.0219,-80.5389,
32952,Merritt Island,Florida,FL,Brevard,28.2764,-80.6568,
32953,Merritt Island,Florida,FL,Brevard,28.3888,-80.7301,
32954,Merritt Island,Florida,FL,Brevard,28.2257,-80.6734,
32955,Rockledge,Florida,FL,Brevard,28.3134,-80.7319,
32956,Rockledge,Florida,FL,Brevard,28.3298,-80.7323,
32957,Roseland,Florida,FL,Indian River,27.709,-80.5726,
32958,Sebastian,Florida,FL,Indian River,27.7901,-80.4784,
32959,Sharpes,Florida,FL,Brevard,28.3067,-80.6862,
32960,Vero Beach,Florida,FL,Indian River,27.633,-80.4031,
32961,Vero Beach,Florida,FL,Indian River,27.6175,-80.4231,
32962,Vero Beach,Florida,FL,Indian River,27.5885,-80.3923,
32963,Vero Beach,Florida,FL,Indian River,27.6898,-80.3757,
32964,Vero Beach,Florida,FL,Indian River,27.709,-80.5726,
32965,Vero Beach,Florida,FL,Indian River,27.709,-80.5726,
32966,Vero Beach,Florida,FL,Indian River,27.6372,-80.4794,
32967,Vero Beach,Florida,FL,Indian River,27.6972,-80.4416,
32968,Vero Beach,Florida,FL,Indian River,27.5999,-80.4382,
32969,Vero Beach,Florida,FL,Indian River,27.709,-80.5726,
32970,Wabasso,Florida,FL,Indian River,27.7529,-80.4743,
32971,Winter Beach,Florida,FL,Indian River,27.709,-80.5726,
32976,Sebastian,Florida,FL,Brevard,27.8679,-80.5416,
32978,Sebastian,Florida,FL,Indian River,27.709,-80.5726,
33001,Long Key,Florida,FL,Monroe,24.8306,-80.8049,
33002,Hialeah,Florida,FL,Miami-Dade,25.5584,-80.4582,
33004,Dania,Florida,FL,Broward,26.0476,-80.1447,
33008,Hallandale,Florida,FL,Broward,26.1457,-80.4483,
33009,Hallandale,Florida,FL,Broward,25.985,-80.1407,
33010,Hialeah,Florida,FL,Miami-Dade,25.8325,-80.2808,
33011,Hialeah,Florida,FL,Miami-Dade,25.5584,-80.4582,
33012,Hialeah,Florida,FL,Miami-Dade,25.8654,-80.3059,
33013,Hialeah,Florida,FL,Miami-Dade,25.8594,-80.2725,
33014,Hialeah,Florida,FL,Miami-Dade,25.8963,-80.3063,
33015,Hialeah,Florida,FL,Miami-Dade,25.9388,-80.3165,
33016,Hialeah,Florida,FL,Miami-Dade,25.8803,-80.3368,
33017,Hialeah,Florida,FL,Miami-Dade,25.5584,-80.4582,
33018,Hialeah,Florida,FL,Miami-Dade,25.9098,-80.3889,
33019,Hollywood,Florida,FL,Broward,26.007,-80.1219,
33020,Hollywood,Florida,FL,Broward,26.0161,-80.1517,
33021,Hollywood,Florida,FL,Broward,26.0218,-80.1891,
33022,Hollywood,Florida,FL,Broward,26.0134,-80.1442,
33023,Hollywood,Florida,FL,Broward,25.9894,-80.2153,
33024,Hollywood,Florida,FL,Broward,26.0296,-80.2489,
33025,Hollywood,Florida,FL,Broward,25.9921,-80.2712,
33026,Hollywood,Florida,FL,Broward,26.0229,-80.2974,
33027,Hollywood,Florida,FL,Broward,25.9974,-80.3248,
33028,Hollywood,Florida,FL,Broward,26.0185,-80.3449,
33029,Hollywood,Florida,FL,Broward,25.9924,-80.4089,
33030,Homestead,Florida,FL,Miami-Dade,25.4766,-80.4839,
33031,Homestead,Florida,FL,Miami-Dade,25.5323,-80.5075,
33032,Homestead,Florida,FL,Miami-Dade,25.5303,-80.3918,
33033,Homestead,Florida,FL,Miami-Dade,25.4906,-80.438,
33034,Homestead,Florida,FL,Miami-Dade,25.2846,-80.6246,
33035,Homestead,Florida,FL,Miami-Dade,25.4573,-80.4572,
33036,Islamorada,Florida,FL,Monroe,24.9233,-80.63,
33037,Key Largo,Florida,FL,Monroe,24.9635,-80.9613,
33039,Homestead,Florida,FL,Miami-Dade,25.5021,-80.3997,
33040,Key West,Florida,FL,Monroe,24.6557,-81.3824,
33041,Key West,Florida,FL,Monroe,25.101,-81.5689,
33042,Sugarloaf Shores,Florida,FL,Monroe,24.667,-81.5099,
33043,Big Pine Key,Florida,FL,Monroe,24.68,-81.362,
33045,Key West,Florida,FL,Monroe,25.101,-81.5689,
33050,Marathon,Florida,FL,Monroe,24.7279,-81.0386,
33051,Key Colony Beach,Florida,FL,Monroe,24.7234,-81.0203,
33052,Marathon Shores,Florida,FL,Monroe,24.7233,-81.0632,
33054,Opa Locka,Florida,FL,Miami-Dade,25.9097,-80.247,
33055,Opa Locka,Florida,FL,Miami-Dade,25.9476,-80.2778,
33056,Opa Locka,Florida,FL,Miami-Dade,25.9484,-80.2479,
33060,Pompano Beach,Florida,FL,Broward,26.2315,-80.1235,
33061,Pompano Beach,Florida,FL,Broward,26.2539,-80.1342,
33062,Pompano Beach,Florida,FL,Broward,26.2343,-80.0941,
33063,Pompano Beach,Florida,FL,Broward,26.2674,-80.2092,
33064,Pompano Beach,Florida,FL,Broward,26.2785,-80.1157,
33065,Pompano Beach,Florida,FL,Broward,26.2729,-80.2603,
33066,Pompano Beach,Florida,FL,Broward,26.2535,-80.1775,
33067,Pompano Beach,Florida,FL,Broward,26.3033,-80.2415,
33068,Pompano Beach,Florida,FL,Broward,26.216,-80.2205,
33069,Pompano Beach,Florida,FL,Broward,26.2288,-80.1635,
33070,Tavernier,Florida,FL,Monroe,25.0108,-80.5218,
33071,Pompano Beach,Florida,FL,Broward,26.2435,-80.2601,
33072,Pompano Beach,Florida,FL,Broward,26.2335,-80.0924,
33073,Pompano Beach,Florida,FL,Broward,26.2997,-80.181,
33074,Pompano Beach,Florida,FL,Broward,26.1457,-80.4483,
33075,Pompano Beach,Florida,FL,Broward,26.1457,-80.4483,
33076,Pompano Beach,Florida,FL,Broward,26.3168,-80.2753,
33077,Pompano Beach,Florida,FL,Broward,26.1457,-80.4483,
33081,Hollywood,Florida,FL,Broward,26.1457,-80.4483,
33082,Pembroke Pines,Florida,FL,Broward,26.1457,-80.4483,
33083,Hollywood,Florida,FL,Broward,26.1457,-80.4483,
33084,Pembroke Pines,Florida,FL,Broward,26.2891,-80.1298,
33090,Homestead,Florida,FL,Miami-Dade,25.5584,-80.4582,
33092,Homestead,Florida,FL,Miami-Dade,25.5584,-80.4582,
33093,Pompano Beach,Florida,FL,Broward,26.1457,-80.4483,
33097,Pompano Beach,Florida,FL,Broward,26.1457,-80.4483,
33101,Miami,Florida,FL,Miami-Dade,25.7791,-80.1978,
33102,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33107,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33109,Miami Beach,Florida,FL,Miami-Dade,25.7588,-80.1376,
33110,Miami,Florida,FL,Miami-Dade,25.8469,-80.2083,
33111,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33112,Miami,Florida,FL,,25.7964,-80.3849,
33114,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33116,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33119,Miami Beach,Florida,FL,Miami-Dade,25.7845,-80.132,
33121,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33122,Miami,Florida,FL,Miami-Dade,25.8001,-80.281,
33124,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33125,Miami,Florida,FL,Miami-Dade,25.7825,-80.2341,
33126,Miami,Florida,FL,Miami-Dade,25.7763,-80.2919,
33127,Miami,Florida,FL,Miami-Dade,25.8143,-80.2051,
33128,Miami,Florida,FL,Miami-Dade,25.7756,-80.2089,
33129,Miami,Florida,FL,Miami-Dade,25.7559,-80.2013,
33130,Miami,Florida,FL,Miami-Dade,25.7672,-80.2059,
33131,Miami,Florida,FL,Miami-Dade,25.7629,-80.1895,
33132,Miami,Florida,FL,Miami-Dade,25.7867,-80.18,
33133,Miami,Florida,FL,Miami-Dade,25.7378,-80.2248,
33134,Miami,Florida,FL,Miami-Dade,25.768,-80.2714,
33135,Miami,Florida,FL,Miami-Dade,25.7664,-80.2317,
33136,Miami,Florida,FL,Miami-Dade,25.7864,-80.2042,
33137,Miami,Florida,FL,Miami-Dade,25.8156,-80.1897,
33138,Miami,Florida,FL,Miami-Dade,25.8521,-80.1821,
33139,Miami Beach,Florida,FL,Miami-Dade,25.7873,-80.1564,
33140,Miami Beach,Florida,FL,Miami-Dade,25.8198,-80.1337,
33141,Miami Beach,Florida,FL,Miami-Dade,25.8486,-80.1446,
33142,Miami,Florida,FL,Miami-Dade,25.813,-80.232,
33143,Miami,Florida,FL,Miami-Dade,25.7022,-80.2978,
33144,Miami,Florida,FL,Miami-Dade,25.7626,-80.3096,
33145,Miami,Florida,FL,Miami-Dade,25.7539,-80.2253,
33146,Miami,Florida,FL,Miami-Dade,25.7205,-80.2728,
33147,Miami,Florida,FL,Miami-Dade,25.8507,-80.2366,
33148,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33149,Key Biscayne,Florida,FL,Miami-Dade,25.6921,-80.1625,
33150,Miami,Florida,FL,Miami-Dade,25.8512,-80.207,
33151,Miami,Florida,FL,Miami-Dade,25.8321,-80.2094,
33152,Miami,Florida,FL,Miami-Dade,25.7955,-80.3129,
33153,Miami,Florida,FL,Miami-Dade,25.8655,-80.1936,
33154,Miami,Florida,FL,Miami-Dade,25.8831,-80.1321,
33155,Miami,Florida,FL,Miami-Dade,25.7392,-80.3103,
33156,Miami,Florida,FL,Miami-Dade,25.6682,-80.2973,
33157,Miami,Florida,FL,Miami-Dade,25.6062,-80.3426,
33158,Miami,Florida,FL,Miami-Dade,25.6364,-80.3187,
33159,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33160,North Miami Beach,Florida,FL,Miami-Dade,25.9449,-80.1391,
33161,Miami,Florida,FL,Miami-Dade,25.8934,-80.1758,
33162,Miami,Florida,FL,Miami-Dade,25.9286,-80.183,
33163,Miami,Florida,FL,Miami-Dade,25.945,-80.2145,
33164,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33165,Miami,Florida,FL,Miami-Dade,25.7343,-80.3588,
33166,Miami,Florida,FL,Miami-Dade,25.8301,-80.2926,
33167,Miami,Florida,FL,Miami-Dade,25.8856,-80.2292,
33168,Miami,Florida,FL,Miami-Dade,25.8902,-80.2101,
33169,Miami,Florida,FL,Miami-Dade,25.9441,-80.2144,
33170,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33172,Miami,Florida,FL,Miami-Dade,25.7735,-80.3572,
33173,Miami,Florida,FL,Miami-Dade,25.6992,-80.3618,
33174,Miami,Florida,FL,Miami-Dade,25.7628,-80.3611,
33175,Miami,Florida,FL,Miami-Dade,25.7341,-80.4068,
33176,Miami,Florida,FL,Miami-Dade,25.6574,-80.3627,
33177,Miami,Florida,FL,Miami-Dade,25.5968,-80.4046,
33178,Miami,Florida,FL,Miami-Dade,25.8141,-80.3549,
33179,Miami,Florida,FL,Miami-Dade,25.9571,-80.1814,
33180,Miami,Florida,FL,Miami-Dade,25.9597,-80.1403,
33181,Miami,Florida,FL,Miami-Dade,25.8965,-80.157,
33182,Miami,Florida,FL,Miami-Dade,25.7877,-80.4166,
33183,Miami,Florida,FL,Miami-Dade,25.7,-80.413,
33184,Miami,Florida,FL,Miami-Dade,25.7574,-80.403,
33185,Miami,Florida,FL,Miami-Dade,25.7274,-80.4497,
33186,Miami,Florida,FL,Miami-Dade,25.6694,-80.4085,
33187,Miami,Florida,FL,Miami-Dade,25.596,-80.507,
33188,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33189,Miami,Florida,FL,Miami-Dade,25.573,-80.3374,
33190,Miami,Florida,FL,Miami-Dade,25.5593,-80.3483,
33192,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33193,Miami,Florida,FL,Miami-Dade,25.6964,-80.4401,
33194,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33195,Miami,Florida,FL,Miami-Dade,25.7729,-80.187,
33196,Miami,Florida,FL,Miami-Dade,25.6615,-80.441,
33197,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33199,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33222,Miami,Florida,FL,,25.7577,-80.3748,
33231,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33233,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33234,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33238,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33239,Miami Beach,Florida,FL,Miami-Dade,25.5584,-80.4582,
33242,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33243,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33245,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33247,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33255,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33256,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33257,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33261,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33265,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33266,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33269,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33280,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33283,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33296,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33299,Miami,Florida,FL,Miami-Dade,25.5584,-80.4582,
33301,Fort Lauderdale,Florida,FL,Broward,26.1216,-80.1288,
33302,Fort Lauderdale,Florida,FL,Broward,26.1457,-80.4483,
33303,Fort Lauderdale,Florida,FL,Broward,26.1969,-80.0952,
33304,Fort Lauderdale,Florida,FL,Broward,26.1387,-80.1218,
33305,Fort Lauderdale,Florida,FL,Broward,26.1497,-80.1229,
33306,Fort Lauderdale,Florida,FL,Broward,26.1656,-80.1118,
33307,Fort Lauderdale,Florida,FL,Broward,26.1457,-80.4483,
33308,Fort Lauderdale,Florida,FL,Broward,26.0984,-80.1822,
33309,Fort Lauderdale,Florida,FL,Broward,26.1817,-80.1746,
33310,Fort Lauderdale,Florida,FL,Broward,26.1443,-80.2069,
33311,Fort Lauderdale,Florida,FL,Broward,26.1421,-80.1728,
33312,Fort Lauderdale,Florida,FL,Broward,26.0968,-80.181,
33313,Fort Lauderdale,Florida,FL,Broward,26.1487,-80.2075,
33314,Fort Lauderdale,Florida,FL,Broward,26.0697,-80.2246,
33315,Fort Lauderdale,Florida,FL,Broward,26.0989,-80.1541,
33316,Fort Lauderdale,Florida,FL,Broward,26.1042,-80.126,
33317,Fort Lauderdale,Florida,FL,Broward,26.1122,-80.2264,
33318,Fort Lauderdale,Florida,FL,Broward,26.1184,-80.252,
33319,Fort Lauderdale,Florida,FL,Broward,26.1848,-80.2406,
33320,Fort Lauderdale,Florida,FL,Broward,26.1625,-80.2582,
33321,Fort Lauderdale,Florida,FL,Broward,26.212,-80.2696,
33322,Fort Lauderdale,Florida,FL,Broward,26.1502,-80.2745,
33323,Fort Lauderdale,Florida,FL,Broward,26.152,-80.3165,
33324,Fort Lauderdale,Florida,FL,Broward,26.1255,-80.2644,
33325,Fort Lauderdale,Florida,FL,Broward,26.1097,-80.3215,
33326,Weston,Florida,FL,Broward,26.1158,-80.3681,
33327,Weston,Florida,FL,Broward,26.1136,-80.417,
33328,Fort Lauderdale,Florida,FL,Broward,26.0671,-80.2723,
33329,Fort Lauderdale,Florida,FL,Broward,26.1457,-80.4483,
33330,Fort Lauderdale,Florida,FL,Broward,26.0663,-80.3339,
33331,Fort Lauderdale,Florida,FL,Broward,26.048,-80.3749,
33332,Fort Lauderdale,Florida,FL,Broward,26.0596,-80.4146,
33334,Fort Lauderdale,Florida,FL,Broward,26.1845,-80.1344,
33335,Fort Lauderdale,Florida,FL,Broward,26.0892,-80.336,
33336,Fort Lauderdale,Florida,FL,,26.1219,-80.1436,
33337,Fort Lauderdale,Florida,FL,Broward,26.129,-80.2601,
33338,Fort Lauderdale,Florida,FL,Broward,26.1457,-80.4483,
33339,Fort Lauderdale,Florida,FL,Broward,26.1457,-80.4483,
33340,Fort Lauderdale,Florida,FL,Broward,26.1457,-80.4483,
33345,Fort Lauderdale,Florida,FL,Broward,26.1654,-80.2959,
33346,Fort Lauderdale,Florida,FL,Broward,26.1457,-80.4483,
33348,Fort Lauderdale,Florida,FL,Broward,26.1457,-80.4483,
33349,Fort Lauderdale,Florida,FL,Broward,26.1457,-80.4483,
33351,Fort Lauderdale,Florida,FL,Broward,26.1793,-80.2746,
33355,Fort Lauderdale,Florida,FL,Broward,26.1457,-80.4483,
33359,Fort Lauderdale,Florida,FL,Broward,26.1457,-80.4483,
33388,Fort Lauderdale,Florida,FL,Broward,26.1209,-80.2533,
33394,Fort Lauderdale,Florida,FL,Broward,26.1221,-80.139,
33401,West Palm Beach,Florida,FL,Palm Beach,26.7165,-80.0679,
33402,West Palm Beach,Florida,FL,Palm Beach,26.6459,-80.4303,
33403,West Palm Beach,Florida,FL,Palm Beach,26.8035,-80.0756,
33404,West Palm Beach,Florida,FL,Palm Beach,26.7832,-80.0638,
33405,West Palm Beach,Florida,FL,Palm Beach,26.67,-80.0582,
33406,West Palm Beach,Florida,FL,Palm Beach,26.6396,-80.0827,
33407,West Palm Beach,Florida,FL,Palm Beach,26.7492,-80.0725,
33408,North Palm Beach,Florida,FL,Palm Beach,26.8289,-80.0603,
33409,West Palm Beach,Florida,FL,Palm Beach,26.7162,-80.0965,
33410,West Palm Beach,Florida,FL,Palm Beach,26.8467,-80.088,
33411,West Palm Beach,Florida,FL,Palm Beach,26.6644,-80.1741,
33412,West Palm Beach,Florida,FL,Palm Beach,26.8055,-80.2482,
33413,West Palm Beach,Florida,FL,Palm Beach,26.6555,-80.1596,
33414,West Palm Beach,Florida,FL,Palm Beach,26.6627,-80.253,
33415,West Palm Beach,Florida,FL,Palm Beach,26.656,-80.126,
33416,West Palm Beach,Florida,FL,Palm Beach,26.6654,-80.0929,
33417,West Palm Beach,Florida,FL,Palm Beach,26.7197,-80.1248,
33418,West Palm Beach,Florida,FL,Palm Beach,26.8607,-80.1669,
33419,West Palm Beach,Florida,FL,Palm Beach,26.6459,-80.4303,
33420,West Palm Beach,Florida,FL,Palm Beach,26.6459,-80.4303,
33421,West Palm Beach,Florida,FL,Palm Beach,26.6459,-80.4303,
33422,West Palm Beach,Florida,FL,Palm Beach,26.6459,-80.4303,
33424,Boynton Beach,Florida,FL,Palm Beach,26.6459,-80.4303,
33425,Boynton Beach,Florida,FL,Palm Beach,26.6459,-80.4303,
33426,Boynton Beach,Florida,FL,Palm Beach,26.5175,-80.0834,
33427,Boca Raton,Florida,FL,Palm Beach,26.376,-80.1072,
33428,Boca Raton,Florida,FL,Palm Beach,26.3446,-80.2109,
33429,Boca Raton,Florida,FL,Palm Beach,26.6459,-80.4303,
33430,Belle Glade,Florida,FL,Palm Beach,26.6843,-80.6724,
33431,Boca Raton,Florida,FL,Palm Beach,26.3799,-80.0975,
33432,Boca Raton,Florida,FL,Palm Beach,26.3462,-80.0844,
33433,Boca Raton,Florida,FL,Palm Beach,26.3464,-80.1564,
33434,Boca Raton,Florida,FL,Palm Beach,26.3839,-80.1749,
33435,Boynton Beach,Florida,FL,Palm Beach,26.5254,-80.061,
33436,Boynton Beach,Florida,FL,Palm Beach,26.5354,-80.1124,
33437,Boynton Beach,Florida,FL,Palm Beach,26.5312,-80.1418,
33438,Canal Point,Florida,FL,Palm Beach,26.8593,-80.6299,
33439,Bryant,Florida,FL,Palm Beach,26.6459,-80.4303,
33440,Clewiston,Florida,FL,Hendry,26.7172,-80.9492,
33441,Deerfield Beach,Florida,FL,Broward,26.3096,-80.0992,
33442,Deerfield Beach,Florida,FL,Broward,26.3124,-80.1412,
33443,Deerfield Beach,Florida,FL,Broward,26.1457,-80.4483,
33444,Delray Beach,Florida,FL,Palm Beach,26.4564,-80.0793,
33445,Delray Beach,Florida,FL,Palm Beach,26.4564,-80.1054,
33446,Delray Beach,Florida,FL,Palm Beach,26.4517,-80.158,
33447,Delray Beach,Florida,FL,Palm Beach,26.6459,-80.4303,
33448,Delray Beach,Florida,FL,Palm Beach,26.6459,-80.4303,
